objectid,name,address,address2,municipal,state,zipcode,latitude,longitude,prim_type
8272,ALDI,500 Lincoln St, ,Worcester,MA,1605,42.29552,-71.774215,Supermarkets
8273,Alley's General Store,1045 State Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
8274,Alpine Butcher Shoppe,963 Chelmsford St, ,Lowell,MA,1851,42.61445,-71.327495,Supermarkets
8275,Amherst General Store,233 N Pleasant St, ,Amherst,MA,1002,42.379039,-72.519391,Supermarkets
8276,Apollo Food Group,2 Heritage Dr, ,Quincy,MA,2171,42.274981,-71.037553,Supermarkets
8277,Apple Country Market,159 Mechanic St, ,Clinton,MA,1510,42.413943,-71.682455,Supermarkets
8278,Ashburnham Market Place,50 Main St, ,Ashburnham,MA,1430,42.636806,-71.909569,Supermarkets
8279,Asian Market,411 Waverley Oaks Rd # 150, ,Waltham,MA,2452,42.386478,-71.20378,Supermarkets
8280,Assinippi Eating Establishment,2103 Washington St, ,Hanover,MA,2339,42.156858,-70.849814,Supermarkets
8281,Assinippi General Store,2103 Washington St, ,Hanover,MA,2339,42.156858,-70.849814,Supermarkets
8282,Auclairs Market Inc,145 County St, ,Somerset,MA,2726,41.736794,-71.152374,Supermarkets
8283,Bacco Fine Foods Inc,31 Saint James Ave # 170, ,Boston,MA,2116,42.350736,-71.071623,Supermarkets
8284,Barcelos Brothers Inc,39 Copley Dr, ,Methuen,MA,1844,42.763094,-71.181687,Supermarkets
8285,Barn,95 River St, ,Greenfield,MA,1301,42.582985,-72.611629,Supermarkets
8286,Bay Valley Foods LLC,100 Adams Rd, ,Clinton,MA,1510,42.428545,-71.690235,Supermarkets
8287,Big Y Foods Inc,501 Non S, ,South Hadley,MA,1075,42.237669,-72.580626,Supermarkets
8288,Brant Rock Market,24 Dyke Rd, ,Marshfield,MA,2050,42.109533,-70.690438,Supermarkets
8289,Brazilian Supermarket,624 Somerville Ave, ,Somerville,MA,2143,42.383836,-71.110844,Supermarkets
8290,Brewster Store,1935 Main St, ,Brewster,MA,2631,41.761246,-70.082998,Supermarkets
8291,Bridge Store Inc,3 E Main St, ,Huntington,MA,1050,42.235031,-72.876917,Supermarkets
8292,Brookshire Grocery Co,PO Box 349, ,Dennis,MA,2638,41.738665,-70.191611,Supermarkets
8293,Brothers Market,776 Dudley St, ,Dorchester,MA,2125,42.317497,-71.06569,Supermarkets
8294,Butchery,182 North St, ,Danvers,MA,1923,42.596307,-70.959925,Supermarkets
8295,C & S Wholesale Grocers Inc,56 Shank Painter Rd, ,Provincetown,MA,2657,42.050596,-70.196096,Supermarkets
8296,Cape Star,107 Spring Bars Rd, ,Falmouth,MA,2540,41.559894,-70.592748,Supermarkets
8297,Central Supermarket IGA,49 Central St # 1, ,Winchendon,MA,1475,42.681268,-72.047641,Supermarkets
8298,Chaves Market & Gift Shop,49 Columbia St, ,Fall River,MA,2721,41.699516,-71.166003,Supermarkets
8299,Christy's Of Cape Cod,10 Post Office Sq, ,Harwich Port,MA,2646,41.667574,-70.079775,Supermarkets
8300,Christy's Of Cape Cod,441 Old Main St, ,South Yarmouth,MA,2664,41.669589,-70.192335,Supermarkets
8301,Compare Supermarket,157 Hawthorne St, ,Chelsea,MA,2150,42.396925,-71.033344,Supermarkets
8302,Cotuit Grocery Co,737 Main St, ,Cotuit,MA,2635,41.621506,-70.43619,Supermarkets
8303,Country Corner,5 Springfield St, ,Three Rivers,MA,1080,42.179366,-72.365592,Supermarkets
8304,Country Corner,118 W Main St, ,West Brookfield,MA,1585,42.239353,-72.146643,Supermarkets
8305,Country Cupboard Of Bolton Inc,476 Main St # 3, ,Bolton,MA,1740,42.42966,-71.588659,Supermarkets
8306,Country Store,2 N Main St, ,Petersham,MA,1366,42.485998,-72.188178,Supermarkets
8307,Crabby Jacks Gen Store Two,1 Faneuil Hall Sq # 100, ,Boston,MA,2109,42.360041,-71.055744,Supermarkets
8308,Credible Food Co LLC,20 Basket St, ,Huntington,MA,1050,42.238755,-72.881982,Supermarkets
8309,Cronig's Markets,469 State Rd, ,West Tisbury,MA,2575,41.395465,-70.641286,Supermarkets
8310,Crt Food & Beverage,907 Boylston St, ,Boston,MA,2115,42.348459,-71.084316,Supermarkets
8311,Csn Stores LLC,4 Copley Pl # 700, ,Boston,MA,2116,42.347223,-71.07924,Supermarkets
8312,Cumberland Farms,464 Chelsea St, ,East Boston,MA,2128,42.377292,-71.032514,Supermarkets
8313,Cumberland Farms,849 Main St, ,North Chatham,MA,2650,41.698889,-69.963229,Supermarkets
8314,Cumberland Farms, , ,Pocasset,MA,2559,41.694548,-70.610842,Supermarkets
8315,Cumberland Farms Food Store,476 Falmouth Rd, ,Hyannis,MA,2601,41.652869,-70.283692,Supermarkets
8316,Cumberland Farms Food Store,295 Salem St, ,Reading,MA,1867,42.525358,-71.084624,Supermarkets
8317,Curt Baker's Final Touch,33 Hatch Rd, ,South Yarmouth,MA,2664,41.683638,-70.192799,Supermarkets
8318,Daou Market,1678 President Ave, ,Fall River,MA,2720,41.711974,-71.126988,Supermarkets
8319,Deals & Steals,7 Pearl St, ,Northampton,MA,1060,42.318303,-72.627458,Supermarkets
8320,Deluca's Back Bay Market,239 Newbury St, ,Boston,MA,2116,42.349781,-71.081873,Supermarkets
8321,Dennis East Intl-Yarmouthpor,7 Willow St, ,Yarmouth Port,MA,2675,41.700899,-70.225869,Supermarkets
8322,Donelan's Shopping Ctr Ofc,256 Great Rd, ,Littleton,MA,1460,42.543597,-71.468153,Supermarkets
8323,Earth Origins,1600 Falmouth Rd, ,Centerville,MA,2632,41.658147,-70.345685,Supermarkets
8324,East Orleans Village Market LL,199 Main St, ,Orleans,MA,2653,41.784263,-69.968321,Supermarkets
8325,Ebisuya Japanese Market,65 Riverside Ave # 1, ,Medford,MA,2155,42.417516,-71.107454,Supermarkets
8326,Eel Pond Market,87 Water St, ,Woods Hole,MA,2543,41.524628,-70.670888,Supermarkets
8327,El Punto De Encuentro Latin,284 Main St # 102, ,Great Barrington,MA,1230,42.194746,-73.362095,Supermarkets
8328,Encore Specialty Foods LLC,350 Lincoln St # 1107, ,Hingham,MA,2043,42.249087,-70.921562,Supermarkets
8329,Eom,20 Jonathan Bourne Dr, ,Pocasset,MA,2559,41.706963,-70.586595,Supermarkets
8330,Family Food Svc Inc,389 Main St # 303, ,Malden,MA,2148,42.426079,-71.066947,Supermarkets
8331,Family Foods,350 E Falmouth Hwy, ,East Falmouth,MA,2536,41.578698,-70.561042,Supermarkets
8332,Family Foods,71 Boxberry Hill Rd, ,East Falmouth,MA,2536,41.616503,-70.559119,Supermarkets
8333,Fancy's Market,699 Main St, ,Osterville,MA,2655,41.627569,-70.380959,Supermarkets
8334,Far Land Provisions,150 Bradford St, ,Provincetown,MA,2657,42.054743,-70.184876,Supermarkets
8335,Ferro's Foodtown,336 Rindge Ave, ,Cambridge,MA,2140,42.393804,-71.137535,Supermarkets
8336,Five Seventy Market,570 Tremont St, ,Boston,MA,2118,42.343534,-71.072323,Supermarkets
8337,Flavor First Foods Inc,255 Walnut St, ,West Bridgewater,MA,2379,42.040599,-71.050683,Supermarkets
8338,Flower Market,625 W Main St, ,Hyannis,MA,2601,41.651517,-70.318049,Supermarkets
8339,Food Authority Of Ma LLC,191 Flanders Rd, ,Westborough,MA,1581,42.273397,-71.555566,Supermarkets
8340,Food Mart,506 Pleasant St, ,Northampton,MA,1060,42.311355,-72.623868,Supermarkets
8341,Food Plans,199 Chandler St, ,Worcester,MA,1609,42.260889,-71.816805,Supermarkets
8342,Food Services Office,41 E Main St, ,Webster,MA,1570,42.055781,-71.874303,Supermarkets
8343,Foodie's Urban Market,1421 Washington St, ,Boston,MA,2118,42.341145,-71.070645,Supermarkets
8344,Foodmaster Supermarket Stores,100 Everett Ave, ,Chelsea,MA,2150,42.394267,-71.03946,Supermarkets
8345,Francis Food Mart Inc,1084 Belmont St, ,Watertown,MA,2472,42.382279,-71.198247,Supermarkets
8346,Fresh & Easy Neighborhood Mkt,297 High St, ,Dedham,MA,2026,42.24837,-71.159782,Supermarkets
8347,Fruit Fair,398 Front St, ,Chicopee,MA,1013,42.14773,-72.60193,Supermarkets
8348,G O L Supermarkets,55 Iyannough Rd, ,Hyannis,MA,2601,41.658356,-70.272622,Supermarkets
8349,G-Mart Supermarket,109 Lincoln St, ,Boston,MA,2111,42.351628,-71.058504,Supermarkets
8350,Galaxy News Stand,385 Southbridge St, ,Auburn,MA,1501,42.20287,-71.835735,Supermarkets
8351,Garden City Market,55 N Main St # C, ,South Deerfield,MA,1373,42.477578,-72.608204,Supermarkets
8352,Gas Express,52 Tarkiln Hill Rd, ,New Bedford,MA,2745,41.681626,-70.921013,Supermarkets
8353,General Store,32 Hastings St # 12, ,Mendon,MA,1756,42.10313,-71.558572,Supermarkets
8354,Gigante Meat Market,139 Park St, ,Lawrence,MA,1841,42.716496,-71.165684,Supermarkets
8355,Giulio's Bakery,415 Main St, ,Wakefield,MA,1880,42.502748,-71.069993,Supermarkets
8356,Gopinath Food Corp,50 Main St, ,Ashburnham,MA,1430,42.636806,-71.909569,Supermarkets
8357,Gray Gables Market,185 Shore Rd, ,Buzzards Bay,MA,2532,41.734603,-70.610092,Supermarkets
8358,Green Grocer Of Cape Cod,2655 Main St, ,Brewster,MA,2631,41.768137,-70.058728,Supermarkets
8359,Gu Markets Cash & Carry,110 Avocado St, ,Springfield,MA,1104,42.108458,-72.607876,Supermarkets
8360,Gu Markets LLC,95 N Hatfield Rd, ,Hatfield,MA,1038,42.376309,-72.609491,Supermarkets
8361,Hannaford Supermarket,301 Pleasant St, ,Dracut,MA,1826,42.664503,-71.311971,Supermarkets
8362,Harvest Cooperative Markets,1035 Cambridge St # 16, ,Cambridge,MA,2141,42.373028,-71.094072,Supermarkets
8363,Haystack Market & Galler, , ,West Tisbury,MA,2575,41.395465,-70.641286,Supermarkets
8364,High View Assoc Inc,263 Cotuit Rd, ,Sandwich,MA,2563,41.701672,-70.484564,Supermarkets
8365,Hildonen's IGA,35 Railroad Ave, ,Rockport,MA,1966,42.657685,-70.619732,Supermarkets
8366,Hong Kong Mrkt,188 Commercial St, ,Malden,MA,2148,42.421384,-71.075331,Supermarkets
8367,IGA,73 Holten St, ,Danvers,MA,1923,42.561317,-70.947677,Supermarkets
8368,Iga,250 Avenue A, ,Turners Falls,MA,1376,42.604953,-72.561071,Supermarkets
8369,Iga Inc,51 Sawyer Rd # 200, ,Waltham,MA,2453,42.360461,-71.25748,Supermarkets
8370,Island Food PANTRY-Cu Meth,Church St & Williams St, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
8371,Itamar Medical LTD,842 Union St # 2, ,Franklin,MA,2038,42.060471,-71.393761,Supermarkets
8372,Jams Gourmet Grocery,RR 6, ,Truro,MA,2666,41.986999,-70.048952,Supermarkets
8373,Julio's Market Office,18 Lyman St, ,Westborough,MA,1581,42.281479,-71.608911,Supermarkets
8374,Knapp Foods Inc,415 Centre St, ,Jamaica Plain,MA,2130,42.320833,-71.11068,Supermarkets
8375,Kraft Foods,1 Technology Dr, ,Peabody,MA,1960,42.521156,-70.964566,Supermarkets
8376,Kum & Go L C,3821 Falmouth Rd, ,Marstons Mills,MA,2648,41.647798,-70.423068,Supermarkets
8377,Lakeside Ventures Inc,244 Main St, ,Ashfield,MA,1330,42.533595,-72.812753,Supermarkets
8378,Lendys Inc,115 Tuscano Ave, ,Revere,MA,2151,42.422836,-71.022284,Supermarkets
8379,Leverett Village Co-Op,180 Rattlesnake Gutter Rd, ,Leverett,MA,1054,42.494265,-72.469601,Supermarkets
8380,Mac Katen General Store,39 Causeway Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
8381,Marblehead Community Store Inc,214 Beacon St, ,Marblehead,MA,1945,42.514122,-70.858111,Supermarkets
8382,Market Retail South LLC,1500 Market St, ,Lynnfield,MA,1940,42.527102,-71.026653,Supermarkets
8383,Market Street South,345 Market St, ,Lynnfield,MA,1940,42.527102,-71.026653,Supermarkets
8384,Market Street South LLC,440 Market St, ,Lynnfield,MA,1940,42.527102,-71.026653,Supermarkets
8385,Marlboro Market,45 Massachusetts Ave, ,Boston,MA,2115,42.34992,-71.089096,Supermarkets
8386,Mattapan Food & Fitns Cltn,1613 Blue Hill Ave # 307, ,Mattapan,MA,2126,42.268994,-71.094208,Supermarkets
8387,Mazzeos,760 Main St, ,Great Barrington,MA,1230,42.179656,-73.364931,Supermarkets
8388,Mc Cusker's Market,3 State St, ,Shelburne Falls,MA,1370,42.603553,-72.741661,Supermarkets
8389,Mckinnon's Market,73 Holten St, ,Danvers,MA,1923,42.561074,-70.947434,Supermarkets
8390,Medina's,2705 Main St, ,Springfield,MA,1107,42.115311,-72.60582,Supermarkets
8391,Medina's Supermarket,2705 Main St, ,Springfield,MA,1107,42.115311,-72.60582,Supermarkets
8392,Menemsha Market,511 North Rd, ,Menemsha,MA,2552,41.351203,-70.765042,Supermarkets
8393,Micknuck's Fresh Marketplace,570 Main St, ,Fiskdale,MA,1518,42.113822,-72.103829,Supermarkets
8394,Msc Merrimack LC,500 Merrimack St, ,Lawrence,MA,1843,42.704994,-71.141499,Supermarkets
8395,Namaste,15 N Main St # A2, ,Bellingham,MA,2019,42.089297,-71.474684,Supermarkets
8396,Natural Grocer Inc,334 High St, ,Newburyport,MA,1950,42.820549,-70.892374,Supermarkets
8397,Nauset Farms,199 Main St, ,Orleans,MA,2653,41.784263,-69.968321,Supermarkets
8398,Nimrih Inc,2771 Main St, ,Brewster,MA,2631,41.769815,-70.055567,Supermarkets
8399,Old Creamery Co-Op,445 Berkshire Trl, ,Cummington,MA,1026,42.464095,-72.905235,Supermarkets
8400,Oliva's Inc Market & Catering,83 1/2 E Main St, ,Milford,MA,1757,42.147608,-71.517234,Supermarkets
8401,Organic Market,32 Market St, ,Mashpee,MA,2649,41.611302,-70.489555,Supermarkets
8402,Patel Brothers,425 Moody St, ,Waltham,MA,2453,42.368887,-71.237318,Supermarkets
8403,Pemberton Farms & Garden Ctr,2225 Massachusetts Ave, ,Cambridge,MA,2140,42.393604,-71.125832,Supermarkets
8404,Pocasset Country Market,303 Barlows Landing Rd, ,Pocasset,MA,2559,41.693322,-70.613626,Supermarkets
8405,Popponesset Country Store,259 Shore Dr, ,Mashpee,MA,2649,41.566975,-70.470789,Supermarkets
8406,Poppy General Store,259 Shore Dr, ,Mashpee,MA,2649,41.566975,-70.470789,Supermarkets
8407,Price Rite,1106 Union Street Ext, ,West Springfield,MA,1089,42.095918,-72.60582,Supermarkets
8408,Prime Shoppe,104 Faneuil Hall Market Pl, ,Boston,MA,2109,42.359135,-71.055237,Supermarkets
8409,Priscos Market,8 Romney Rd, ,Bridgewater,MA,2324,41.965123,-70.974555,Supermarkets
8410,Quik Foods III,201 Park Ave # 8, ,West Springfield,MA,1089,42.104359,-72.621431,Supermarkets
8411,Ramis Food Products Inc,426 Belgrade Ave, ,West Roxbury,MA,2132,42.28593,-71.149625,Supermarkets
8412,Reliable Self-Svc Market Inc,36 Circuit Ave, ,Oak Bluffs,MA,2557,41.439343,-70.563449,Supermarkets
8413,Reliable Video,52 Union Sq, ,Somerville,MA,2143,42.379938,-71.096326,Supermarkets
8414,Rescor Of Quincy Market Inc,1 Faneuil Hall Market Pl, ,Boston,MA,2109,42.359735,-71.053586,Supermarkets
8415,Richdale Food Shops,485 Granite St # 5, ,Braintree,MA,2184,42.213899,-71.021761,Supermarkets
8416,Roche Bros,165 Linden St, ,Wellesley,MA,2482,42.299526,-71.292043,Supermarkets
8417,Roxie's Market Of Quincy Inc,479 Southern Artery, ,Quincy,MA,2169,42.253778,-70.996376,Supermarkets
8418,Safy Market,18 Pleasant St, ,Malden,MA,2148,42.426485,-71.067827,Supermarkets
8419,Save-A-Lot,80 Pulaski Blvd, ,Bellingham,MA,2019,42.068751,-71.475019,Supermarkets
8420,Save-A-Lot,73 Winthrop Ave, ,Lawrence,MA,1843,42.689509,-71.151763,Supermarkets
8421,Save-A-Lot Food Stores,100 Everett Ave # 12, ,Chelsea,MA,2150,42.394267,-71.03946,Supermarkets
8422,Save-A-Lot Food Stores,100 Griffin St, ,Fall River,MA,2724,41.689959,-71.172565,Supermarkets
8423,Save-A-Lot Food Stores,4 Broadway, ,Methuen,MA,1844,42.731224,-71.174354,Supermarkets
8424,Save-A-Lot Food Stores,1339 Cove Rd, ,New Bedford,MA,2744,41.614688,-70.928269,Supermarkets
8425,Save-A-Lot Food Stores,452 Mount Pleasant St, ,New Bedford,MA,2746,41.66239,-70.942488,Supermarkets
8426,Save-A-Lot Food Stores,55 Mill St, ,Worcester,MA,1603,42.246312,-71.836675,Supermarkets
8427,Sconset Market,4 Main St, ,Nantucket,MA,2554,41.277354,-70.0997,Supermarkets
8428,Serio's Market,65 State St, ,Northampton,MA,1060,42.320135,-72.633836,Supermarkets
8429,Shaw's Supermarket,221 E Central St, ,Franklin,MA,2038,42.086238,-71.401789,Supermarkets
8430,Shaw's Supermarkets,Iyannough Rd, ,Hyannis,MA,2601,41.652869,-70.283692,Supermarkets
8431,Silver Arrow Food Mart,76 French King Hwy, ,Greenfield,MA,1301,42.607254,-72.575341,Supermarkets
8432,South Wellfleet General Store,1446 State Hwy Rte 6, ,Wellfleet,MA,2667,41.92596,-70.018616,Supermarkets
8433,Star Market,35 Nathan Ellis Hwy, ,Mashpee,MA,2649,41.611302,-70.489555,Supermarkets
8434,Star Market,75 Spring St, ,West Roxbury,MA,2132,42.278714,-71.163296,Supermarkets
8435,Starfish Seafood Co,38 Montvale Ave, ,Stoneham,MA,2180,42.481889,-71.103333,Supermarkets
8436,State Street Fruit Store,51 State St, ,Northampton,MA,1060,42.319211,-72.634181,Supermarkets
8437,Stop & Buy,6 Circuit Av, ,Oak Bluffs,MA,2557,41.439343,-70.563449,Supermarkets
8438,Stop & Shop,40 Federal St, ,Belchertown,MA,1007,42.291722,-72.408726,Supermarkets
8439,Stop & Shop Supermarket,1 Trowbridge Rd, ,Bourne,MA,2532,41.740951,-70.59795,Supermarkets
8440,Stop & Shop Supermarket,1025 Truman Hwy, ,Hyde Park,MA,2136,42.242473,-71.127332,Supermarkets
8441,Super 88,1 Bryson Ave, ,Allston,MA,2134,42.348929,-71.13624,Supermarkets
8442,Super Stop & Shop,301 Newbury St, ,Danvers,MA,1923,42.584764,-70.964693,Supermarkets
8443,Super Stop & Shop,10 Bates Rd, ,Mashpee,MA,2649,41.619263,-70.488904,Supermarkets
8444,Super Stop & Shop,19 Howley St, ,Peabody,MA,1960,42.523852,-70.918496,Supermarkets
8445,Super Stop & Shop,259 Main St, ,Stoneham,MA,2180,42.484865,-71.10105,Supermarkets
8446,Super Stop & Shop,450 Paradise Rd, ,Swampscott,MA,1907,42.481811,-70.90379,Supermarkets
8447,Supermarket Business,1600 Falmouth Rd, ,Centerville,MA,2632,41.658147,-70.345685,Supermarkets
8448,SUPERVALU,340 Ballardvale St, ,Andover,MA,1810,42.607618,-71.161486,Supermarkets
8449,Supervalu Inc,137 Teaticket Hwy, ,Teaticket,MA,2536,41.560986,-70.594097,Supermarkets
8450,Swansea Food Corp,79 Swansea Mall Dr # 2, ,Swansea,MA,2777,41.751837,-71.213777,Supermarkets
8451,Sweetsers Properties,459 Washington St, ,Duxbury,MA,2332,42.03861,-70.671261,Supermarkets
8452,T & R Wholesale Foods,745 Springfield St, ,Feeding Hills,MA,1030,42.075928,-72.65251,Supermarkets
8453,Team New England Assoc Inc,18 Dewey Ct, ,Northampton,MA,1060,42.31393,-72.632387,Supermarkets
8454,Tedeschi Food Shops,105 Trowbridge Rd, ,Buzzards Bay,MA,2532,41.742431,-70.589806,Supermarkets
8455,Terra Nossa Ctr Market,1501 Bedford St, ,Abington,MA,2351,42.145558,-70.953784,Supermarkets
8456,Thuan Lio Food Mart,394 Main St, ,Dennis,MA,2638,41.738665,-70.191611,Supermarkets
8457,Tinaya Foods Inc,110 Haverhill Rd, ,Amesbury,MA,1913,42.841221,-70.96115,Supermarkets
8458,Tisbury Farm Market,342 State Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
8459,Tony's Market,119 Dukes County Ave, ,Oak Bluffs,MA,2557,41.439343,-70.563449,Supermarkets
8460,Tori Foods Inc,287 Park St, ,Stoughton,MA,2072,42.120537,-71.09236,Supermarkets
8461,Trader Joe's,1427 Massachusetts Ave, ,Arlington,MA,2476,42.425413,-71.188767,Supermarkets
8462,Trader Joe's,117 Kendrick St # 700, ,Needham,MA,2494,42.297436,-71.213381,Supermarkets
8463,Trader Joe's,440 Middlesex Rd # 4, ,Tyngsboro,MA,1879,42.697599,-71.440007,Supermarkets
8464,Transition Automation,5 Traders Cir # D, ,Tyngsboro,MA,1879,42.672207,-71.441369,Supermarkets
8465,Triumph Foods,131 Spring St, ,Everett,MA,2149,42.400765,-71.053174,Supermarkets
8466,Two Guys Foods Inc,434 Massachusetts Ave, ,Boston,MA,2118,42.340745,-71.081798,Supermarkets
8467,Up Island Cronig's,469 State Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
8468,Veracruz Foods Inc,351 Pleasant St, ,Northampton,MA,1060,42.315775,-72.625619,Supermarkets
8469,Wareham Country Market Inc,195 Marion Rd, ,Wareham,MA,2571,41.755659,-70.732566,Supermarkets
8470,Watroba's Market,81 Sunderland Rd, ,Amherst,MA,1002,42.413249,-72.531855,Supermarkets
8471,Wayside Country Store,1015 Boston Post Rd E # 1, ,Marlborough,MA,1752,42.351951,-71.486334,Supermarkets
8472,Wellfleet General Store,1446 State Hwy, ,Wellfleet,MA,2667,41.92596,-70.018616,Supermarkets
8473,Weymouth Food Mart,1690 Main St # 1, ,South Weymouth,MA,2190,42.146779,-70.954319,Supermarkets
8474,Whole Foods Market,300 Legacy Pl, ,Dedham,MA,2026,42.232339,-71.179158,Supermarkets
8475,Whole Foods Market,15 Parker St, ,Gloucester,MA,1930,42.615512,-70.650366,Supermarkets
8476,Whole Foods Socal Region,70 Main St, ,Buzzards Bay,MA,2532,41.745106,-70.615068,Supermarkets
8477,WIKI Foods Inc,36 Main St, ,Amesbury,MA,1913,42.857369,-70.930555,Supermarkets
8478,Williamsburg General Store,12 Main St, ,Williamsburg,MA,1096,42.391679,-72.729816,Supermarkets
8479,Yarmouth Food Mart,1047 Route 28, ,South Yarmouth,MA,2664,41.659178,-70.203392,Supermarkets
8480,A&J Seabra Supermarket,217 S Main St # 4, ,Attleboro,MA,2703,41.935277,-71.287037,Supermarkets
8481,A&J Seabra Supermarket,440 Stafford Rd # 3, ,Fall River,MA,2721,41.682569,-71.155612,Supermarkets
8482,A&J Seabra Supermarket,41 Rockdale Ave, ,New Bedford,MA,2740,41.61376,-70.93271,Supermarkets
8483,Adam's IGA Supermarket,111 Main St, ,Monson,MA,1057,42.099272,-72.315526,Supermarkets
8484,ALDI,630 Fellsway # 2, ,Medford,MA,2155,42.406935,-71.083223,Supermarkets
8485,ALDI,600 South St W, ,Raynham,MA,2767,41.905076,-71.045745,Supermarkets
8486,ALDI,903 Riverdale St, ,West Springfield,MA,1089,42.128809,-72.626515,Supermarkets
8487,Almac's Supermarkets,2941 Acushnet Ave, ,New Bedford,MA,2745,41.699791,-70.935769,Supermarkets
8488,America's Food Basket,942 Hyde Park Ave, ,Hyde Park,MA,2136,42.267608,-71.119804,Supermarkets
8489,American Food Management,161 Berkeley St, ,Boston,MA,2116,42.349414,-71.071886,Supermarkets
8490,Armata's IGA,901 Shaker Rd, ,Longmeadow,MA,1106,42.033349,-72.553703,Supermarkets
8491,Atlantic Food Mart Inc,30 Haven St, ,Reading,MA,1867,42.522622,-71.10652,Supermarkets
8492,Barre Foods,596 Summer St, ,Barre,MA,1005,42.408808,-72.098514,Supermarkets
8493,Barre IGA Supermarket,596 Summer St, ,Barre,MA,1005,42.408808,-72.098514,Supermarkets
8494,Bazaar West,855 Worcester Rd, ,Framingham,MA,1701,42.300102,-71.432256,Supermarkets
8495,Big Bunny Market Inc,942 Main St, ,Southbridge,MA,1550,42.081919,-72.04855,Supermarkets
8496,Big E's Foodland,11 Union St # 1, ,Easthampton,MA,1027,42.269664,-72.671852,Supermarkets
8497,Big Y Foods,800 Boston Rd, ,Springfield,MA,1119,42.137161,-72.517552,Supermarkets
8498,Big Y Foods Inc,2145 Roosevelt Ave, ,Springfield,MA,1104,42.140953,-72.546641,Supermarkets
8499,Big Y Plaza At St James,1042 Saint James Ave, ,Springfield,MA,1104,42.136867,-72.569629,Supermarkets
8500,Big Y World Class Market,1 Myrtle St, ,Adams,MA,1220,42.620083,-73.120023,Supermarkets
8501,Big Y World Class Market,175 University Dr # 1, ,Amherst,MA,1002,42.367729,-72.53444,Supermarkets
8502,Big Y World Class Market,2189 Westover Rd, ,Chicopee,MA,1022,42.188196,-72.553899,Supermarkets
8503,Big Y World Class Market,650 Memorial Dr # 3, ,Chicopee,MA,1020,42.175626,-72.576535,Supermarkets
8504,Big Y World Class Market,441 N Main St, ,East Longmeadow,MA,1028,42.078683,-72.528172,Supermarkets
8505,Big Y World Class Market,348 E Central St, ,Franklin,MA,2038,42.079093,-71.380862,Supermarkets
8506,Big Y World Class Market,740 Main St, ,Great Barrington,MA,1230,42.190406,-73.352676,Supermarkets
8507,Big Y World Class Market,237 Mohawk Trl, ,Greenfield,MA,1301,42.587848,-72.625476,Supermarkets
8508,Big Y World Class Market,160 Reservoir St, ,Holden,MA,1520,42.344666,-71.862467,Supermarkets
8509,Big Y World Class Market,10 Pleasant St, ,Lee,MA,1238,42.277554,-73.275373,Supermarkets
8510,Big Y World Class Market,802 Williams St, ,Longmeadow,MA,1106,42.055666,-72.554847,Supermarkets
8511,Big Y World Class Market,45 Veterans Memorial Dr, ,North Adams,MA,1247,42.700372,-73.111721,Supermarkets
8512,Big Y World Class Market,136 N King St, ,Northampton,MA,1060,42.34149,-72.640842,Supermarkets
8513,Big Y World Class Market,1180 Thorndike St, ,Palmer,MA,1069,42.174131,-72.324197,Supermarkets
8514,Big Y World Class Market,200 West St # 4, ,Pittsfield,MA,1201,42.448703,-73.259582,Supermarkets
8515,Big Y World Class Market,44 Willimansett St, ,South Hadley,MA,1075,42.22305,-72.571868,Supermarkets
8516,Big Y World Class Market,501 Newton St # 2, ,South Hadley,MA,1075,42.237468,-72.582392,Supermarkets
8517,Big Y World Class Market,10 College Hwy # 2, ,Southampton,MA,1073,42.252722,-72.698129,Supermarkets
8518,Big Y World Class Market,505 E Main St, ,Southbridge,MA,1550,42.068601,-72.009175,Supermarkets
8519,Big Y World Class Market,195 College Hwy, ,Southwick,MA,1077,42.024178,-72.786936,Supermarkets
8520,Big Y World Class Market,62 W Main St, ,Spencer,MA,1562,42.233551,-72.014269,Supermarkets
8521,Big Y World Class Market,1090 Saint James Ave, ,Springfield,MA,1104,42.13761,-72.570136,Supermarkets
8522,Big Y World Class Market,151 Cottage St, ,Springfield,MA,1104,42.143143,-72.547603,Supermarkets
8523,Big Y World Class Market,2145 Roosevelt Ave, ,Springfield,MA,1104,42.140953,-72.546641,Supermarkets
8524,Big Y World Class Market,300 Cooley St # 1, ,Springfield,MA,1128,42.09545,-72.498303,Supermarkets
8525,Big Y World Class Market,800 Boston Rd, ,Springfield,MA,1119,42.137161,-72.517552,Supermarkets
8526,Big Y World Class Market,1111 Providence Hwy, ,Walpole,MA,2081,42.138723,-71.219857,Supermarkets
8527,Big Y World Class Market,150 West St, ,Ware,MA,1082,42.255057,-72.252895,Supermarkets
8528,Big Y World Class Market,279 Wolcott Ave, ,West Springfield,MA,1089,42.112644,-72.664802,Supermarkets
8529,Big Y World Class Market,503 Memorial Ave # 1, ,West Springfield,MA,1089,42.094863,-72.604472,Supermarkets
