objectid,name,address,address2,municipal,state,zipcode,latitude,longitude,prim_type
1767,Cumberland Farms,506 Main St, ,Fiskdale,MA,1518,42.115555,-72.109181,Convenience
1768,Cumberland Farms,29 Hardwick Rd, ,Gilbertville,MA,1031,42.327769,-72.188509,Convenience
1769,Cumberland Farms,74 W State St, ,Granby,MA,1033,42.246618,-72.543304,Convenience
1770,Cumberland Farms,317 Federal St, ,Greenfield,MA,1301,42.601316,-72.593032,Convenience
1771,Cumberland Farms,107 Russell St, ,Hadley,MA,1035,42.341506,-72.595074,Convenience
1772,Cumberland Farms,292 Plymouth St, ,Halifax,MA,2338,41.995833,-70.843556,Convenience
1773,Cumberland Farms,91 W Main St # 93, ,Hopkinton,MA,1748,42.21662,-71.542296,Convenience
1774,Cumberland Farms,200 Washington St # 1, ,Hudson,MA,1749,42.380619,-71.567209,Convenience
1775,Cumberland Farms,114 Main St, ,Lancaster,MA,1523,42.439269,-71.68713,Convenience
1776,Cumberland Farms,10 S Main St, ,Leicester,MA,1524,42.244848,-71.907005,Convenience
1777,Cumberland Farms,105 West St, ,Ludlow,MA,1056,42.167855,-72.511317,Convenience
1778,Cumberland Farms,320 East St, ,Ludlow,MA,1056,42.159134,-72.47377,Convenience
1779,Cumberland Farms,463 Center St, ,Ludlow,MA,1056,42.170195,-72.48023,Convenience
1780,Cumberland Farms,30 Chauncy St # 2, ,Mansfield,MA,2048,42.032396,-71.216156,Convenience
1781,Cumberland Farms,200 Centre St, ,Middleboro,MA,2346,41.893234,-70.912537,Convenience
1782,Cumberland Farms,87 E Grove St, ,Middleboro,MA,2346,41.879274,-70.898948,Convenience
1783,Cumberland Farms,115 Orange St, ,Nantucket,MA,2554,41.275804,-70.094696,Convenience
1784,Cumberland Farms,810 Rockdale Ave, ,New Bedford,MA,2740,41.635899,-70.948819,Convenience
1785,Cumberland Farms,275 Washington St, ,Newton,MA,2458,42.357123,-71.185966,Convenience
1786,Cumberland Farms,594 Union St, ,North Adams,MA,1247,42.698616,-73.092084,Convenience
1787,Cumberland Farms,70 Ashland St, ,North Adams,MA,1247,42.696646,-73.109962,Convenience
1788,Cumberland Farms,122 State Rd, ,North Dartmouth,MA,2747,41.63856,-70.970058,Convenience
1789,Cumberland Farms,2222 Providence Rd, ,Northbridge,MA,1534,42.153675,-71.653946,Convenience
1790,Cumberland Farms,25 E Main St, ,Orange,MA,1364,42.591082,-72.308451,Convenience
1791,Cumberland Farms,311 Main St, ,Oxford,MA,1540,42.117232,-71.864765,Convenience
1792,Cumberland Farms,139 South St, ,Plainville,MA,2762,42.006361,-71.336363,Convenience
1793,Cumberland Farms,154 Samoset St, ,Plymouth,MA,2360,41.951576,-70.687028,Convenience
1794,Cumberland Farms,100 Shank Painter Rd, ,Provincetown,MA,2657,42.052988,-70.196294,Convenience
1795,Cumberland Farms,130 Bradford St, ,Provincetown,MA,2657,42.052964,-70.186767,Convenience
1796,Cumberland Farms,295 Salem St, ,Reading,MA,1867,42.525358,-71.084624,Convenience
1797,Cumberland Farms,9 Railroad Ave, ,Rockport,MA,1966,42.655221,-70.624648,Convenience
1798,Cumberland Farms,822 Fall River Ave, ,Seekonk,MA,2771,41.804801,-71.330621,Convenience
1799,Cumberland Farms,244 Russells Mills Rd, ,South Dartmouth,MA,2748,41.602893,-70.958749,Convenience
1800,Cumberland Farms,420 Route 134, ,South Dennis,MA,2660,41.68965,-70.151928,Convenience
1801,Cumberland Farms,507 Newton St, ,South Hadley,MA,1075,42.238416,-72.581659,Convenience
1802,Cumberland Farms,130 College Hwy, ,Southampton,MA,1073,42.238339,-72.719611,Convenience
1803,Cumberland Farms,514 Belmont Ave, ,Springfield,MA,1108,42.086199,-72.559277,Convenience
1804,Cumberland Farms,798 Carew St, ,Springfield,MA,1104,42.125911,-72.584098,Convenience
1805,Cumberland Farms,1115 Gar Hwy, ,Swansea,MA,2777,41.751329,-71.225828,Convenience
1806,Cumberland Farms,163 Patriots Rd, ,Templeton,MA,1468,42.555179,-72.06475,Convenience
1807,Cumberland Farms,20 Main St, ,Topsfield,MA,1983,42.638876,-70.950933,Convenience
1808,Cumberland Farms,10 Montague City Rd, ,Turners Falls,MA,1376,42.600598,-72.564326,Convenience
1809,Cumberland Farms,9 Lagoon Pond Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Convenience
1810,Cumberland Farms,1363 Main St, ,Walpole,MA,2081,42.13353,-71.262255,Convenience
1811,Cumberland Farms,182 West St, ,Ware,MA,1082,42.253132,-72.255833,Convenience
1812,Cumberland Farms,2360 Cranberry Hwy, ,Wareham,MA,2571,41.754804,-70.715559,Convenience
1813,Cumberland Farms,22 Park St, ,West Springfield,MA,1089,42.107818,-72.617055,Convenience
1814,Cumberland Farms,68 Main St, ,Westminster,MA,1473,42.548354,-71.915864,Convenience
1815,Cumberland Farms,809 Main Rd, ,Westport,MA,2790,41.580054,-71.09022,Convenience
1816,Cumberland Farms,680 Bedford St, ,Whitman,MA,2382,42.079467,-70.947011,Convenience
1817,Cumberland Farms,35 Main St, ,Williamsburg,MA,1096,42.391291,-72.724444,Convenience
1818,Cumberland Farms,205 Main St, ,Wilmington,MA,1887,42.557404,-71.181923,Convenience
1819,Cumberland Farms,95 Front St, ,Winchendon,MA,1475,42.681444,-72.048894,Convenience
1820,Ferns Country Store,8 Lowell St # 12, ,Carlisle,MA,1741,42.529057,-71.345525,Convenience
1821,Ferretti's Market,501 Underpass Rd, ,Brewster,MA,2631,41.752673,-70.069973,Convenience
1822,First Tennessee Capital Mrkts,99 Summer St, ,Boston,MA,2110,42.353558,-71.05893,Convenience
1823,Food Bag Market,707 Dickinson St, ,Springfield,MA,1108,42.078989,-72.553951,Convenience
1824,Gageway Newstand,210 Andover St, ,Peabody,MA,1960,42.537662,-70.946993,Convenience
1825,Gateway News,75 Middlesex Tpke # 2120c, ,Burlington,MA,1803,42.482434,-71.215104,Convenience
1826,Gateway Newstand,1201 Broadway # E221, ,Saugus,MA,1906,42.461298,-71.027853,Convenience
1827,Golden Goose,179 Commercial St, ,Boston,MA,2109,42.362813,-71.051821,Convenience
1828,Greenwood Food Mart,1117 Main St # 2, ,Wakefield,MA,1880,42.478075,-71.063109,Convenience
1829,Grove Natural Foods,300 Terminal C # 20, ,East Boston,MA,2128,42.366988,-71.017474,Convenience
1830,Haffner's Convenience Store,63 Plaistow Rd, ,Haverhill,MA,1830,42.812905,-71.102444,Convenience
1831,Harwich Food Mart,1421 Orleans Rd # 3, ,Harwich,MA,2645,41.706666,-70.022773,Convenience
1832,Hilltop Farms,201 Pulaski Blvd, ,Bellingham,MA,2019,42.021081,-71.4935,Convenience
1833,Homestead Wealth Management,40 Grove St, ,Wellesley,MA,2482,42.295814,-71.291782,Convenience
1834,Honey Farms,369 W Main St # 1, ,Northborough,MA,1532,42.305168,-71.665672,Convenience
1835,Honey Farms,98 Boston Tpke, ,Shrewsbury,MA,1545,42.274553,-71.750404,Convenience
1836,Honey Farms,25 Foster St, ,Worcester,MA,1608,42.26451,-71.800239,Convenience
1837,Honey Farms Inc,714 Southbridge St, ,Auburn,MA,1501,42.184123,-71.860653,Convenience
1838,Honeyland Farm,806 Main St, ,Springfield,MA,1105,42.09716,-72.582474,Convenience
1839,Irving Bellingham Gasoline Sta,300 Hartford Ave, ,Bellingham,MA,2019,42.119269,-71.458361,Convenience
1840,Irving Boston,500 Western Ave, ,Brighton,MA,2135,42.361535,-71.143948,Convenience
1841,Joe's Market,1132 Robeson St, ,Fall River,MA,2720,41.715399,-71.140642,Convenience
1842,KWIK Stop Convenience Store,106 Main St, ,Princeton,MA,1541,42.478058,-71.84084,Convenience
1843,L E Belcher Inc,615 Saint James Ave, ,Springfield,MA,1109,42.125487,-72.566921,Convenience
1844,Lucky 7,200 Brickstone Sq # G11, ,Andover,MA,1810,42.674573,-71.145981,Convenience
1845,Main Street Mini Mart,53 Main St, ,Byfield,MA,1922,42.757831,-70.949162,Convenience
1846,Mall Convenience,50 Holyoke St, ,Holyoke,MA,1040,42.167488,-72.64004,Convenience
1847,Maple Mart Convenience Store,155 Maple St # 100, ,Springfield,MA,1105,42.099858,-72.579211,Convenience
1848,Marblehead Village Market,165 Pleasant St # 5, ,Marblehead,MA,1945,42.500585,-70.859246,Convenience
1849,Metro IRS Cafe,310 Lowell St, ,Andover,MA,1810,42.648387,-71.18324,Convenience
1850,Mr Mike's,2143 Main St, ,Athol,MA,1331,42.58509,-72.206736,Convenience
1851,Mr Mike's Mini Mart,238 Main St, ,Townsend,MA,1469,42.665701,-71.704345,Convenience
1852,Neighborhood Foods,1500 Main St, ,Springfield,MA,1103,42.102548,-72.590295,Convenience
1853,Neptune Convenience & Liquor,3 Neptune Rd, ,Boston,MA,2128,42.37845,-71.022851,Convenience
1854,New England Farms,68 S Main St, ,Assonet,MA,2702,41.786633,-71.077219,Convenience
1855,Nicolas Market,11 Brighton St # 2, ,Belmont,MA,2478,42.394785,-71.158446,Convenience
1856,O'Connell's Convenience Plus,720 Massachusetts Ave, ,Cambridge,MA,2139,42.365923,-71.104689,Convenience
1857,O'Connell's Convenience Plus,173 North St, ,Cheshire,MA,1225,42.566268,-73.163069,Convenience
1858,O'Connell's Convenience Plus,241 Main St, ,Lee,MA,1238,42.30941,-73.251847,Convenience
1859,O'Connell's Convenience Plus,506 Pleasant St, ,Northampton,MA,1060,42.311355,-72.623868,Convenience
1860,O'Connell's Convenience Plus,90 Tyler St, ,Pittsfield,MA,1201,42.458142,-73.247832,Convenience
1861,On The Run,980 Chelmsford St, ,Lowell,MA,1851,42.614025,-71.327201,Convenience
1862,On The Run,491 Foundry St, ,North Easton,MA,2356,42.024141,-71.120472,Convenience
1863,On The Run,109 Rt 6a, ,Orleans,MA,2653,41.787608,-69.99177,Convenience
1864,On The Run,185 Littleton Rd, ,Westford,MA,1886,42.566379,-71.424608,Convenience
1865,On The Run,316 Lowell St, ,Wilmington,MA,1887,42.538857,-71.139057,Convenience
1866,Popponesset Country Store,259 Rock Landing Rd, ,Mashpee,MA,2649,41.611302,-70.489555,Convenience
1867,Porcel's Group Inc,612 Washington St, ,Newton,MA,2458,42.353886,-71.198338,Convenience
1868,Quic Pic,535 Chickering Rd, ,North Andover,MA,1845,42.694526,-71.118949,Convenience
1869,Red's,1500 Brayton Ave # 1, ,Fall River,MA,2721,41.681597,-71.131824,Convenience
1870,Red's,200 Broadway, ,Fall River,MA,2721,41.698172,-71.167158,Convenience
1871,Riddles Supermart,505 Nantasket Ave, ,Hull,MA,2045,42.282129,-70.873487,Convenience
1872,Roxbury Mobil,85 Southampton St, ,Boston,MA,2118,42.331916,-71.070384,Convenience
1873,Schooner's Market,121 Eastern Ave, ,Essex,MA,1929,42.630442,-70.757985,Convenience
1874,Shiv Laxmi Inc,15 Union Sq, ,Somerville,MA,2143,42.379451,-71.096022,Convenience
1875,Shiva Bazaar Of India,111 Lenox St # 113, ,Norwood,MA,2062,42.192286,-71.197867,Convenience
1876,Speedway,100 Brighton Ave, ,Allston,MA,2134,42.35248,-71.129841,Convenience
1877,Speedway,219 Cambridge St, ,Allston,MA,2134,42.358478,-71.126225,Convenience
1878,Speedway,468 West St, ,Amherst,MA,1002,42.34023,-72.519641,Convenience
1879,Speedway,196 Pond St, ,Ashland,MA,1721,42.247427,-71.429921,Convenience
1880,Speedway,946 Washington St, ,Attleboro,MA,2703,41.900154,-71.367637,Convenience
1881,Speedway,2370 Commonwealth Ave, ,Auburndale,MA,2466,42.344636,-71.257943,Convenience
1882,Speedway,199 Hartford Ave, ,Bellingham,MA,2019,42.113776,-71.470744,Convenience
1883,Speedway,151 Old Colony Ave, ,Boston,MA,2127,42.334534,-71.05545,Convenience
1884,Speedway,874 Dorchester Ave, ,Boston,MA,2125,42.321182,-71.056553,Convenience
1885,Speedway,110 Cambridge St, ,Burlington,MA,1803,42.498038,-71.193832,Convenience
1886,Speedway,2055 Massachusetts Ave, ,Cambridge,MA,2140,42.391437,-71.122242,Convenience
1887,Speedway,123 Cambridge St, ,Charlestown,MA,2129,42.382482,-71.080614,Convenience
1888,Speedway,251 Everett Ave, ,Chelsea,MA,2150,42.398941,-71.040163,Convenience
1889,Speedway,1423 Memorial Dr, ,Chicopee,MA,1020,42.19625,-72.573884,Convenience
1890,Speedway,710 Gallivan Blvd, ,Dorchester,MA,2124,42.283857,-71.048056,Convenience
1891,Speedway,1643 Lakeview Ave, ,Dracut,MA,1826,42.678349,-71.338017,Convenience
1892,Speedway,614 Pleasant St, ,Fall River,MA,2721,41.698194,-71.144879,Convenience
1893,Speedway,251 E Central St, ,Franklin,MA,2038,42.080721,-71.385716,Convenience
1894,Speedway,19 Pearson Blvd, ,Gardner,MA,1440,42.565688,-71.979338,Convenience
1895,Speedway,245 Federal St, ,Greenfield,MA,1301,42.598044,-72.59591,Convenience
1896,Speedway,318 Main St, ,Hanson,MA,2341,42.043115,-70.853749,Convenience
1897,Speedway,482 Main St, ,Leominster,MA,1453,42.539396,-71.743205,Convenience
1898,Speedway,141 Dutton St, ,Lowell,MA,1852,42.635263,-71.298357,Convenience
1899,Speedway,558 Pawtucket St, ,Lowell,MA,1854,42.64475,-71.334553,Convenience
1900,Speedway,122 Liberty St, ,Lynn,MA,1901,42.464242,-70.945343,Convenience
1901,Speedway,770 Boston Post Rd E, ,Marlborough,MA,1752,42.351084,-71.499204,Convenience
1902,Speedway,2139 Ocean St, ,Marshfield,MA,2050,42.093068,-70.716308,Convenience
1903,Speedway,207 Highland Ave, ,Needham,MA,2494,42.304625,-71.220656,Convenience
1904,Speedway,929 Kempton St, ,New Bedford,MA,2740,41.635693,-70.949984,Convenience
1905,Speedway,154 N Washington St, ,North Attleboro,MA,2760,41.986446,-71.33226,Convenience
1906,Speedway,192 Boston Rd, ,North Billerica,MA,1862,42.582471,-71.289038,Convenience
1907,Speedway,1411 Main St, ,Palmer,MA,1069,42.157907,-72.330096,Convenience
1908,Speedway,1315 Broadway, ,Raynham,MA,2767,41.963853,-71.067138,Convenience
1909,Speedway,41 Lee Burbank Hwy, ,Revere,MA,2151,42.396218,-71.008837,Convenience
1910,Speedway,336 Route 130, ,Sandwich,MA,2563,41.719791,-70.488445,Convenience
1911,Speedway,1502 Newman Ave, ,Seekonk,MA,2771,41.888619,-71.333241,Convenience
1912,Speedway,709 Mcgrath Hwy, ,Somerville,MA,2145,42.390501,-71.086987,Convenience
1913,Speedway,23 Cape Rd, ,Taunton,MA,2780,41.904762,-71.06555,Convenience
1914,Speedway,1920 Andover St, ,Tewksbury,MA,1876,42.602153,-71.222725,Convenience
1915,Speedway,2285 Providence Hwy, ,Walpole,MA,2081,42.104992,-71.254434,Convenience
1916,Speedway,66 Prospect St, ,Waltham,MA,2453,42.370829,-71.23923,Convenience
1917,Speedway,18 West St, ,Ware,MA,1082,42.259965,-72.243683,Convenience
1918,Speedway,163 Main St, ,Wareham,MA,2571,41.757219,-70.713829,Convenience
1919,Speedway,22 North Beacon St, ,Watertown,MA,2472,42.371692,-71.181264,Convenience
1920,Speedway,5315 Washington St, ,West Roxbury,MA,2132,42.258673,-71.161371,Convenience
1921,Speedway,1144 Providence Rd, ,Whitinsville,MA,1588,42.124452,-71.645534,Convenience
1922,Speedway,184 Madison St, ,Worcester,MA,1610,42.255506,-71.798266,Convenience
1923,Speedway,312 Belmont St, ,Worcester,MA,1604,42.273544,-71.765521,Convenience
1924,Stop & Go Convenience,367 Russell St # 1, ,Hadley,MA,1035,42.35732,-72.54866,Convenience
1925,Sulgrave Inc,60 State St, ,Boston,MA,2109,42.359266,-71.056434,Convenience
1926,Sun Convenience Store,100 Independence Way # A5, ,Danvers,MA,1923,42.552383,-70.940218,Convenience
1927,Symphony Market II,291 Huntington Ave, ,Boston,MA,2115,42.341663,-71.086449,Convenience
1928,Tayeh Convenience,60 Franklin St, ,East Bridgewater,MA,2333,42.054754,-70.907915,Convenience
1929,Tedeschi Food Shops,122 Cambridge St, ,Boston,MA,2114,42.361099,-71.063715,Convenience
1930,Tedeschi Food Shops,141 Massachusetts Ave, ,Boston,MA,2115,42.346805,-71.087722,Convenience
1931,Tedeschi Food Shops,50 Staniford St, ,Boston,MA,2114,42.36204,-71.063972,Convenience
1932,Tedeschi Food Shops,566 Dorchester Ave, ,Boston,MA,2127,42.330301,-71.056746,Convenience
1933,Tedeschi Food Shops,785 Bedford St, ,Bridgewater,MA,2324,41.962396,-70.975116,Convenience
1934,Tedeschi Food Shops,1 1st Ave # 7, ,Charlestown,MA,2129,42.372909,-71.057819,Convenience
1935,Tedeschi Food Shops,140 Main St, ,Charlestown,MA,2129,42.374882,-71.064278,Convenience
1936,Tedeschi Food Shops,201 Exchange St, ,Chicopee,MA,1013,42.147977,-72.609353,Convenience
1937,Tedeschi Food Shops,1580 Dorchester Ave, ,Dorchester,MA,2122,42.296644,-71.06116,Convenience
1938,Tedeschi Food Shops,187 E Cottage St, ,Dorchester,MA,2125,42.319908,-71.06121,Convenience
1939,Tedeschi Food Shops,1590 Main St, ,East Dennis,MA,2641,41.742922,-70.161609,Convenience
1940,Tedeschi Food Shops,2360 State Hwy, ,Eastham,MA,2642,41.835952,-69.986019,Convenience
1941,Tedeschi Food Shops,280 Main St, ,Everett,MA,2149,42.410421,-71.062871,Convenience
1942,Tedeschi Food Shops,190 New Boston Rd, ,Fall River,MA,2720,41.710849,-71.142198,Convenience
1943,Tedeschi Food Shops,430 Waverly St, ,Framingham,MA,1702,42.286959,-71.422379,Convenience
1944,Tedeschi Food Shops,533 W Central St, ,Franklin,MA,2038,42.090148,-71.419158,Convenience
1945,Tedeschi Food Shops,664 Union St, ,Franklin,MA,2038,42.066949,-71.398297,Convenience
1946,Tedeschi Food Shops,337 Plymouth St, ,Halifax,MA,2338,41.993994,-70.84738,Convenience
1947,Tedeschi Food Shops,135 Winter St, ,Hanover,MA,2339,42.102973,-70.869612,Convenience
1948,Tedeschi Food Shops,2103 Washington St, ,Hanover,MA,2339,42.156858,-70.849814,Convenience
1949,Tedeschi Food Shops,672 Nantasket Ave, ,Hull,MA,2045,42.290867,-70.878559,Convenience
1950,Tedeschi Food Shops,695 Truman Hwy, ,Hyde Park,MA,2136,42.252457,-71.118958,Convenience
1951,Tedeschi Food Shops,52 County Rd, ,Mattapoisett,MA,2739,41.664084,-70.808063,Convenience
1952,Tedeschi Food Shops,133 Main St, ,Medford,MA,2155,42.415167,-71.110991,Convenience
1953,Tedeschi Food Shops,98 Houston Ave, ,Milton,MA,2186,42.259032,-71.089141,Convenience
1954,Tedeschi Food Shops,11 Sea St, ,North Weymouth,MA,2191,42.2421,-70.944508,Convenience
1955,Tedeschi Food Shops,15 Main Street Ext, ,Plymouth,MA,2360,41.955372,-70.663604,Convenience
1956,Tedeschi Food Shops,2302 State Rd, ,Plymouth,MA,2360,41.818093,-70.552131,Convenience
1957,Tedeschi Food Shops,265 S Meadow Rd, ,Plymouth,MA,2360,41.912299,-70.737423,Convenience
1958,Tedeschi Food Shops,137 Bradford St, ,Provincetown,MA,2657,42.053135,-70.186024,Convenience
1959,Tedeschi Food Shops,650 Adams St, ,Quincy,MA,2169,42.255551,-71.032302,Convenience
1960,Tedeschi Food Shops,622 N Main St, ,Raynham,MA,2767,41.938705,-71.053743,Convenience
1961,Tedeschi Food Shops,2280 Main St, ,Tewksbury,MA,1876,42.580937,-71.194596,Convenience
1962,Tedeschi Food Shops,103 Main St, ,Westford,MA,1886,42.585488,-71.426218,Convenience
1963,Town Variety,1734 Lakeview Ave # 15, ,Dracut,MA,1826,42.678376,-71.342202,Convenience
1964,Tyngsboro Mobil,9597 Westford Rd, ,Tyngsboro,MA,1879,42.673221,-71.413468,Convenience
1965,University Market,1105 Massachusetts Ave # 7, ,Cambridge,MA,2138,42.370762,-71.113425,Convenience
1966,Village Food Mart IGA,43 Somers Rd, ,Hampden,MA,1036,42.055444,-72.439407,Convenience
1967,Xtra Mart,378 Gorham St, ,Lowell,MA,1852,42.635263,-71.298357,Convenience
1968,Xtra Mart,905 S Main St, ,Mansfield,MA,2048,41.993134,-71.212303,Convenience
1969,Xtra Mart,131 Main St, ,Sturbridge,MA,1566,42.091889,-72.067012,Convenience
1970,Xtra Mart,280 Providence St, ,Worcester,MA,1607,42.237696,-71.792752,Convenience
1971,Y Y Minimart Inc,2 Galleria Mall Dr, ,Taunton,MA,2780,41.864551,-71.051477,Convenience
1972,1 Food Mart,1 Cushing Ave, ,Belmont,MA,2478,42.380489,-71.174541,Convenience
1973,123 Convenience,224 Centre Ave, ,Abington,MA,2351,42.108442,-70.935677,Convenience
1974,200 Food Mart,200 Sea St, ,Quincy,MA,2169,42.261831,-70.993079,Convenience
1975,28 Convenience Store,4 Lowell Rd # 1, ,North Reading,MA,1864,42.580309,-71.11298,Convenience
1976,28 Corner Convenience Store,95 Montello St, ,Brockton,MA,2301,42.083764,-71.017467,Convenience
1977,3 N,3 Paradise Rd, ,Salem,MA,1970,42.485561,-70.90012,Convenience
1978,377 Simarano,377 Simarano Dr, ,Marlborough,MA,1752,42.320864,-71.580981,Convenience
1979,4 Family Gas Station,151 Main St, ,Charlemont,MA,1339,42.628201,-72.871371,Convenience
1980,4 Your Convenience,150 Main St # 12, ,Peabody,MA,1960,42.52388,-70.921372,Convenience
1981,606 Andover St Market LLC,606 Andover St, ,Lawrence,MA,1843,42.690319,-71.174014,Convenience
1982,611 Variety,466 Lowell St, ,Methuen,MA,1844,42.703192,-71.215326,Convenience
1983,660 Corp,775 Commonwealth Ave, ,Boston,MA,2215,42.35051,-71.109657,Convenience
1984,7-Eleven,2 Brockton Ave, ,Abington,MA,2351,42.105512,-70.947071,Convenience
1985,7-Eleven,223 Columbia St, ,Adams,MA,1220,42.636671,-73.112791,Convenience
1986,7-Eleven,204 N Harvard St, ,Allston,MA,2134,42.362799,-71.129789,Convenience
1987,7-Eleven,417 Pulaski Blvd, ,Bellingham,MA,2019,42.02605,-71.488856,Convenience
1988,7-Eleven,11 Brighton St # 2, ,Belmont,MA,2478,42.395034,-71.158174,Convenience
1989,7-Eleven,389 Cabot St, ,Beverly,MA,1915,42.558051,-70.880758,Convenience
1990,7-Eleven,114 Main St # 3, ,Blackstone,MA,1504,42.018958,-71.537305,Convenience
1991,7-Eleven,103 State St, ,Boston,MA,2109,42.358962,-71.055102,Convenience
1992,7-Eleven,120 Byron St, ,Boston,MA,2128,42.383945,-71.016262,Convenience
1993,7-Eleven,125 Tremont St, ,Boston,MA,2108,42.356403,-71.061733,Convenience
1994,7-Eleven,1306 Washington St, ,Boston,MA,2118,42.340851,-71.070838,Convenience
1995,7-Eleven,1747 Washington St, ,Boston,MA,2118,42.336782,-71.077008,Convenience
1996,7-Eleven,250 Cambridge St # 3, ,Boston,MA,2114,42.360888,-71.067475,Convenience
1997,7-Eleven,342 Hanover St, ,Boston,MA,2113,42.364947,-71.053561,Convenience
1998,7-Eleven,464 Hanover St # 17, ,Boston,MA,2113,42.367042,-71.052728,Convenience
1999,7-Eleven,473 W Broadway, ,Boston,MA,2127,42.335531,-71.046079,Convenience
2000,7-Eleven,50 Summer St, ,Boston,MA,2110,42.354672,-71.059025,Convenience
2001,7-Eleven,508 Park Dr, ,Boston,MA,2215,42.34764,-71.105811,Convenience
2002,7-Eleven,673 E Broadway # 1, ,Boston,MA,2127,42.335447,-71.037501,Convenience
2003,7-Eleven,722 Huntington Ave, ,Boston,MA,2115,42.334138,-71.104339,Convenience
2004,7-Eleven,872 Commonwealth Ave, ,Boston,MA,2215,42.3508,-71.114346,Convenience
2005,7-Eleven,91 Causeway St # 99, ,Boston,MA,2114,42.364834,-71.062052,Convenience
2006,7-Eleven,2002 Beacon St, ,Brighton,MA,2135,42.336383,-71.150916,Convenience
2007,7-Eleven,584 Washington St, ,Brighton,MA,2135,42.350019,-71.165671,Convenience
2008,7-Eleven,13 Pearl St, ,Brockton,MA,2301,42.088488,-71.064798,Convenience
2009,7-Eleven,22 Christy Dr, ,Brockton,MA,2301,42.089766,-71.054159,Convenience
2010,7-Eleven,411 Pleasant St, ,Brockton,MA,2301,42.089146,-71.037084,Convenience
2011,7-Eleven,65 Oak St Ext, ,Brockton,MA,2301,42.099897,-71.063463,Convenience
2012,7-Eleven,662 Belmont St, ,Brockton,MA,2301,42.071009,-71.044583,Convenience
2013,7-Eleven,1441 Beacon St, ,Brookline,MA,2446,42.340498,-71.126362,Convenience
2014,7-Eleven,2245 Massachusetts Ave, ,Cambridge,MA,2140,42.394209,-71.126254,Convenience
2015,7-Eleven,275 Prospect St, ,Cambridge,MA,2139,42.372107,-71.099354,Convenience
2016,7-Eleven,589 Massachusetts Ave, ,Cambridge,MA,2139,42.365009,-71.10296,Convenience
2017,7-Eleven,600 Technology Sq # 3, ,Cambridge,MA,2139,42.364294,-71.092733,Convenience
2018,7-Eleven,750 Massachusetts Ave, ,Cambridge,MA,2139,42.366179,-71.105468,Convenience
2019,7-Eleven,115 Broadway, ,Chelsea,MA,2150,42.388634,-71.041039,Convenience
2020,7-Eleven,61 Boatswains Way, ,Chelsea,MA,2150,42.389688,-71.049172,Convenience
2021,7-Eleven,1224 Main St, ,Concord,MA,1742,42.456904,-71.392303,Convenience
2022,7-Eleven,29 Bridge St, ,Dedham,MA,2026,42.26976,-71.174463,Convenience
2023,7-Eleven,730 William T Morrissey Blvd, ,Dorchester,MA,2122,42.296438,-71.047776,Convenience
2024,7-Eleven,3 Barker Rd, ,East Wareham,MA,2538,41.786923,-70.639791,Convenience
2025,7-Eleven,1453 Commercial St, ,East Weymouth,MA,2189,42.214988,-70.922766,Convenience
2026,7-Eleven,585 North St, ,East Weymouth,MA,2189,42.22935,-70.943679,Convenience
2027,7-Eleven,188 Huttleston Ave, ,Fairhaven,MA,2719,41.641799,-70.885885,Convenience
2028,7-Eleven,340 Milliken Blvd, ,Fall River,MA,2721,41.698989,-71.160162,Convenience
2029,7-Eleven,59 Locust St, ,Falmouth,MA,2540,41.553681,-70.623583,Convenience
2030,7-Eleven,620 Palmer Ave # B, ,Falmouth,MA,2540,41.569188,-70.61776,Convenience
2031,7-Eleven,743 Main St, ,Falmouth,MA,2540,41.553353,-70.602891,Convenience
2032,7-Eleven,50 Bass Ave, ,Gloucester,MA,1930,42.616841,-70.64461,Convenience
2033,7-Eleven,228 Columbia Rd, ,Hanover,MA,2339,42.11057,-70.813511,Convenience
2034,7-Eleven,340 Rockland St, ,Hingham,MA,2043,42.259499,-70.845652,Convenience
2035,7-Eleven,210 North St, ,Hyannis,MA,2601,41.651998,-70.290162,Convenience
2036,7-Eleven,696 Yarmouth Rd, ,Hyannis,MA,2601,41.671382,-70.267574,Convenience
2037,7-Eleven,451 Centre St, ,Jamaica Plain,MA,2130,42.32034,-71.111467,Convenience
2038,7-Eleven,100 Lowell St, ,Lawrence,MA,1840,42.70783,-71.165557,Convenience
2039,7-Eleven,370 Broadway, ,Lawrence,MA,1841,42.711586,-71.174156,Convenience
2040,7-Eleven,703 Haverhill St, ,Lawrence,MA,1841,42.705049,-71.189736,Convenience
2041,7-Eleven,55 Chelmsford St, ,Lowell,MA,1851,42.637518,-71.316912,Convenience
2042,7-Eleven,63 Mammoth Rd, ,Lowell,MA,1854,42.65128,-71.333059,Convenience
2043,7-Eleven,645 Princeton Blvd, ,Lowell,MA,1851,42.633192,-71.35518,Convenience
2044,7-Eleven,264 Essex St, ,Lynn,MA,1902,42.470299,-70.937132,Convenience
2045,7-Eleven,50 Western Ave # 3, ,Lynn,MA,1904,42.485059,-70.940561,Convenience
2046,7-Eleven,9 Austin Sq, ,Lynn,MA,1905,42.461702,-70.982745,Convenience
2047,7-Eleven,445 Lynn St, ,Malden,MA,2148,42.431644,-71.02574,Convenience
2048,7-Eleven,89 Pleasant St # 1, ,Marblehead,MA,1945,42.502632,-70.856048,Convenience
